zid,function_zid,label,analysis_category,has_while,has_for_range,has_recursion,has_int_arithmetic,loc,c_status,c_quality,c_approximations,c_has_precond,its_status,its_quality,its_approximations,its_has_precond,its_modulo_abstracted,aprove_c_result,aprove_c_verdict_corrected,aprove_c_failure_reason,muval_c_result,muval_c_verdict_corrected,muval_c_failure_reason,verymax_result,verymax_verdict_corrected,verymax_failure_reason,koat_result,koat_verdict_corrected,koat_failure_reason,t2_result,t2_verdict_corrected,t2_failure_reason
Z32013,Z24307,"extended fallbacks, Python",NON_INTEGER_LOOP,1,0,0,1,99,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z32235,Z32234,"join text-like objects into HTML fragment, Python",NON_INTEGER_LOOP,0,0,0,1,19,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z32367,Z32362,add indefinite article to Lorrain form (python),NON_INTEGER_LOOP,0,0,0,1,23,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z32909,Z31819,"multiply array elements by rational, Python",NON_INTEGER_LOOP,0,1,0,1,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z33070,Z24239,Z33070,NON_INTEGER_LOOP,0,1,0,1,40,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z33277,Z33276,Implementation of the Zeta Function with N terms.,NON_INTEGER_LOOP,0,1,0,1,14,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z33332,Z31108,"Western musical scale degree to Svara, Python",NON_INTEGER_LOOP,0,0,0,0,16,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z33401,Z33399,"fallback languages codes with fallbacks, py",NON_INTEGER_LOOP,1,0,0,1,46,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z33792,Z33696,"single char pinyin with numbers to marks, python",NON_INTEGER_LOOP,0,0,0,0,58,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z33798,Z33797,"pinyin with tone numbers to tone marks, python",NON_INTEGER_LOOP,0,0,0,0,64,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z34215,Z34212,"pinyin to list of single character pinyin, python",NON_INTEGER_LOOP,0,0,0,0,17,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10004,Z10000,using + in Python,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10011,Z10008,"compare to """" in Python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10013,Z10012,reverse Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10021,Z10018,uppercase Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10023,Z10022,Turkish final-obstruent devoicing for string Python,NO_LOOP,0,0,0,0,14,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10050,Z10047,lowercase Python,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10054,Z10052,remove spaces Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10060,Z10057,Base64 Encode Python,NO_LOOP,0,0,0,0,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10066,Z10062,Base64 Decode Python,NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10069,Z10067,SHA-512 Python,NO_LOOP,0,0,0,0,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10074,Z10070,"has substring, Python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10076,Z10075,replace all Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10082,Z10079,"trim, Python implementation",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10085,Z10084,python implementation of Remove Leading Spaces,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10091,Z10083,Python implementation of is blank,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10097,Z10095,python rstrip,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10099,Z10096,Python implementation of is palindrome,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10110,Z10108,Python implementation of string end padding,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10115,Z10111,Compose functions in Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10125,Z10124,SHA-256 encode Python,NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10127,Z10124,"SHA-256, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10130,Z10124,"SHA-256, Python",NO_LOOP,0,0,0,0,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10133,Z10132,SHA-384 encode Python,NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10158,Z10137,MD5 encode Python,NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10160,Z10149,SHA-224 encode Python,NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10162,Z10148,SHA-1 encode Python,NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10164,Z10151,SHAKE256 Python,NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10165,Z10150,SHAKE128 Python,NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10166,Z10119,	 Sandbox-Implementation 4,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10175,Z10174,Python and,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10179,Z10178,"Punycode encode, python",NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10182,Z10181,Punycode decode Python,NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10186,Z10184,Python or,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10187,Z10185,IDNA encode Python,NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10190,Z10188,IDNA decode in Python,NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10194,Z10193,Replace all regex matches Python,NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10197,Z10196,regex match Python,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10207,Z10206,Nullary false in Python,NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10211,Z10210,nullary true in Python,NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10226,Z10225,(!) lexeme form JSON has desired grammatical feature (Python),NO_LOOP,0,0,0,0,6,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10250,Z844,Python xnor,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10254,Z10251,Python Title case,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10263,Z10257,Python Binary False,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10270,Z10265,Python Boolean Left,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10278,Z10272,Python Boolean Not Left,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10279,Z10231,Python nor,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10280,Z10243,Python NAND,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10286,Z10281,Python To Snake Case,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10297,Z10290,Python To Pascal Case,NO_LOOP,0,0,0,1,6,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10303,Z10298,Python Boolean Right,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10305,Z10287,Python Binary True,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10315,Z10306,Python Boolean Not Right,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10323,Z10309,"encode NATO phonetic alphabet, python",NO_LOOP,0,0,0,0,41,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10331,Z10329,Python Boolean implication,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10362,Z10357,Compact JSON string Python,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10368,Z10366,String to Hex Python,NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10374,Z10373,"hex to string (UTF-8), python",NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10385,Z10384,"normalize Unicode, python",NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10388,Z10387,"to NFD, python",NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10391,Z10390,"to NFKC, python",NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10395,Z10394,"to NFKD, python",NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10401,Z10397,"is NFC, python",NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10402,Z10398,"is NFD, python",NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10403,Z10399,"is NFKC, python",NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10404,Z10400,"is NFKD, python",NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10457,Z10450,is Esperanto adjective Python,NO_LOOP,0,0,0,0,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10473,Z10459,Python to x-system,NO_LOOP,0,0,0,0,9,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10490,Z10482,Python Esperanto plural,NO_LOOP,0,0,0,1,13,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10494,Z10491,"is Esperanto adverb, python",NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10508,Z10507,Unicode character name in Python (unicodedata),NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10523,Z10514,is noun in Python,NO_LOOP,0,0,0,0,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10534,Z10524,is Whyte notation Python regex,NO_LOOP,0,0,0,0,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10538,Z10216,Python negation,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10570,Z10567,DMS coordinate to decimal Python,NO_LOOP,0,0,0,1,20,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10572,Z10096,"Case insensitive, punctuation filtering Python implementation",NO_LOOP,0,0,0,0,18,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10585,Z10237,Python !=,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10590,Z866,String equality using __eq__,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10594,Z10591,genitive case of Bangla word in Python,NO_LOOP,0,0,0,1,36,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10595,Z11349,is uppercase Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10623,Z10618,string ends with Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10624,Z10615,string starts with Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10625,Z10608,encode URI component Python,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10642,Z10641,Python isalnum(),NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10644,Z10313, replace all spaces with a single space in Python,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10679,Z10673,get URI scheme Python,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10688,Z10682,"is a Turkish vowel, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10694,Z10689,"is a Turkish consonant, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10702,Z10214,Python unary false,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10703,Z10217,Python unary true,NO_LOOP,0,0,0,0,14,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10716,Z10715,Python isnumeric(),NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10721,Z10379,Python string inequality,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10723,Z10539,Python case-insensitive string equality,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10728,Z10725,join boolean with str() and + Python,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10735,Z10730,boolean to string Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10758,Z10753,duplicate string Python,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10779,Z10771,Python upper() the first character,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10784,Z10215,boolean identity in Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10791,Z10476,ipaddress.IPv4Address,NO_LOOP,0,0,0,0,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10798,Z10770,duplication with space Python,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10807,Z10786,Python ipaddress.IPv6Address,NO_LOOP,0,0,0,0,8,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10809,Z10802,ipaddress.ip_address,NO_LOOP,0,0,0,0,8,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10815,Z10761,URI encode Python,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10820,Z10816,to camelCase Python,NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10833,Z10831,Python implementation of String Intersperse,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10837,Z10008,check string length of 0 in Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10868,Z10866,"string after other string, python",NO_LOOP,0,0,0,1,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10871,Z10869,"Norwegian genitive, Python",NO_LOOP,0,0,0,1,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10879,Z10878,is hiragana(char),NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10884,Z10883,is katakana(char),NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10902,Z10901,get first character of a string in python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10906,Z10897,is camel case in python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10912,Z10911,duplicate string N times (python str.join),NO_LOOP,0,0,0,1,6,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10928,Z10927,"is Han character, python",NO_LOOP,0,0,0,1,19,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10939,Z10938,unescape from Python html,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10942,Z10603,number is between Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10945,Z10944,international morse code encode in Python,NO_LOOP,0,0,0,0,70,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10957,Z10785,python unicode code point spaced encode,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10960,Z10956,international morse code decode in Python,NO_LOOP,0,0,0,0,68,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10971,Z10970,Python decode NATO phonetic alphabet,NO_LOOP,0,0,0,0,44,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10974,Z10973,"is anagram (sorting, Python)",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10988,Z10987,escape from Python html,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z10998,Z10996,is leap year (Python),NO_LOOP,0,0,0,1,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11004,Z11003,Base16 Encode Python,NO_LOOP,0,0,0,0,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11008,Z11007,Base16 Decode Python,NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11014,Z11011,is Jalali leap year (Python),NO_LOOP,0,0,0,1,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11018,Z11015,is Julian leap year (Python),NO_LOOP,0,0,0,1,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11043,Z11040,string length in Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11045,Z11044,Get URL Fragment in Python,NO_LOOP,0,0,0,0,6,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11064,Z11044,get URL Fragment in python using urlparse,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11068,Z11060,get last character of string Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11075,Z11071,Python implementation of Get Text Fragment,NO_LOOP,0,0,0,0,14,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11101,Z11094,"string is element of CSV, Python",NO_LOOP,0,0,0,0,24,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11112,Z11089,"general rules (Grammarly), Python",NO_LOOP,0,0,0,1,40,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11122,Z11102,python implementation of remove duplicated characters,NO_LOOP,0,0,0,0,1,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11135,Z11129,cast to int,NO_LOOP,0,0,0,0,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11143,Z11089,"another English plural, Python",NO_LOOP,0,0,0,1,58,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11149,Z11145,wrap string Python,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11159,Z11139,"bold in Wikitext, Python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11175,Z11170,input[:-len(suffix)],NO_LOOP,0,0,0,0,6,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11207,Z11205,"Finnish nominative plural, Python",NO_LOOP,0,0,0,1,125,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11219,Z11218,"count plurality, Python",NO_LOOP,0,0,0,1,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11240,Z11235,Python Absolute Value,NO_LOOP,0,0,0,0,6,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11292,Z11289,join(sorted),NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11312,Z10987,html escape: Python using entitydefs,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11326,Z11319,regular Croatian feminine vocative plural Python,NO_LOOP,0,0,0,1,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11327,Z10215,not not in Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11330,Z11328,hamming distance between two strings Python,NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11389,Z11383,islower() in python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11395,Z11390,"English verb to agent noun, python",NO_LOOP,0,0,0,1,25,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11406,Z10346,is lowercase Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11407,Z10336,is uppercase in Python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11427,Z10938,"unescape: lookup from JSON list, python",NO_LOOP,0,0,0,0,2252,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z11462,Z11461,"PCRE escape, python",NO_LOOP,0,0,0,0,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
